Population,maternal_plant,Family_ID,seeds,label,Date_planted,Germination_date,Time_to_germination,Is.germinated,Row,Column ,Date_flower_start,Days_to_first_flower,Bnr_wdth1.1,Bnr_length1.1,Bnr_wdth1.2,Bnr_length1.2,Bnr_wdth1.3,Bnr_length1.3,Bnr_wdth2.1,Bnr_length2.1,Bnr_wdth2.2,Bnr_length2.2,Bnr_wdth2.3,Bnr_length2.3,Inflor_height1,Inflor_height2,Inflor_height3,Number of flowers_inflorescences 1,Number of flowers_inflorescences 2,Number of inflorescences ,width_leaf1,length_leaf1,heigth_leaf1,width_leaf2,length_leaf2,heigth_leaf2,width_leaf3,length_leaf3,heigth_leaf3,Width_stolon1,Width_stolon2,weigth_flowers+bag,weigth_plant+bag,HCN_Results,Comments_HCN
24,6,3,5,24-3-5,2017-04-27,2017-05-01,4,1,1,1,2017-07-13,73,3.6,5.4,3.65,4.95,3.72,5.34,3.4,4.79,3.1,4.78,2.98,5.18,46.35,71.32,73.6,44,21,8,6.43,7.97,320,8.15,9.37,300,8.36,10.26,500,1.48,1.72,3.446,6.701,0,
20,9,6,1,20-6-1,2017-04-27,2017-05-01,4,1,1,2,2017-07-03,63,3.71,5.06,3.8,5.44,3.69,5.19,3.82,5.78,3.32,5.42,3.13,4.98,92.15,86.3,36.3,42,48,17,10.72,13.82,410,9.93,14.4,530,9.75,12.97,540,1.8,1.6,3.9,6.698,0,
22,5,2,1,22-2-1,2017-04-27,2017-05-02,5,1,1,3,2017-07-05,64,3.87,7.8,3.4,7.4,3.08,7.21,3.25,6.23,2.9,6.49,3.26,6.41,83.95,115.23,108.42,34,36,21,10.7,13.6,450,9.83,10.5,470,10.9,12,550,1.46,1.53,4.149,8.896,0,
17,6,3,1,17-3-1,2017-04-26,2017-04-30,4,1,1,4,2017-06-18,49,3.42,5.88,3.86,6.39,3.73,5.82,3.76,6.26,4.2,7.27,3.94,5.95,107.5,104.4,107.02,39,49,16,11.45,11.77,510,9.5,8.88,440,10.76,12.89,430,1.8,1.83,4.149,6.649,0,
22,5,2,4,22-2-4,2017-04-27,2017-05-02,5,1,1,5,2017-07-03,62,3.16,5.39,3.66,5.28,3.18,4.86,3,4.74,2.94,4.54,2.64,4.77,63.34,68.1,82.19,39,38,12,8.52,9.9,500,10.73,8.23,420,10.87,9.32,590,1.81,1.79,4.149,6.447,0,
1,11,7,4,1-7-4,2017-04-25,2017-05-01,6,1,1,6,,#NUM!,,,,,,,,,,,,,,,,,,0,10.57,11.4,210,8.85,10.38,270,7.09,8.31,240,1.2,1.28,,10.796,0,
8,5,4,3,8-4-3,2017-04-26,2017-05-04,8,1,1,7,2017-07-03,60,3.64,6.74,3.96,7.05,3.68,5.86,3.84,5.83,3.9,6.93,3.68,5.93,108.48,106.83,136.99,59,49,45,6.75,8.04,480,14.07,15.01,430,13.43,14.04,310,1.48,1.52,5.679,8.364,0,
13,5,4,4,13-4-4,2017-04-26,2017-04-30,4,1,1,8,,#NUM!,,,,,,,,,,,,,,,,,,0,10.82,12.41,320,9.27,9.74,460,9.74,10.88,280,1.69,1.6,,9.499,0,
5,4,8,2,5-8-2,2017-04-25,2017-04-28,3,1,1,9,2017-07-13,76,3.22,5.88,3.08,5.97,3.3,6.46,3.02,6.66,3.18,5.59,3.03,6.59,114.75,111.12,104.99,40,35,19,9.23,11.29,300,9.51,10.28,340,12.37,14.75,420,1.4,1.55,4.306,10.456,0,
17,6,3,4,17-3-4,2017-04-26,2017-04-29,3,1,1,10,2017-07-06,68,3.99,4.93,4.18,6.58,3.91,6.7,4.02,6.77,4.27,7.06,4.04,7.03,84.3,101.06,138.41,45,23,11,12.6,13.1,600,11.15,12.87,620,10.98,11.41,690,1.8,2.04,3.691,7.976,0,
26,3,8,4,26-8-4,2017-04-27,2017-04-30,3,1,1,11,2017-07-03,64,3.33,5.64,2.86,4.51,2.95,6.01,3.97,7.11,3.6,7.04,3.58,6.85,89.34,82.89,100.52,46,39,30,8.13,10.27,310,9.01,11.54,320,10.14,14.79,310,1.38,1.44,4.881,9.543,1,
15,4,2,3,15-2-3,2017-04-26,2017-05-02,6,1,1,12,2017-07-02,61,3.95,6.19,3.79,6.72,3.92,5.91,3.65,5.8,3.45,6.28,3.68,6.51,124.35,134.02,118.52,75,41,21,9.07,9.59,620,10.74,11.44,690,10.28,11.23,570,1.37,1.18,5.076,7.389,0,
25,7,5,2,25-5-2,2017-04-27,2017-05-05,8,1,1,13,2017-06-30,56,3.8,6.48,3.5,5.35,3.51,6.34,3.68,6.39,4.18,6.75,3.81,7.12,99.04,120.58,111.44,64,57,9,9.34,13.14,620,11.56,15.14,570,10.64,11.66,560,1.72,1.85,4.016,7.499,1,
9,11,6,1,9-6-1,2017-04-26,2017-05-04,8,1,1,14,2017-07-07,64,4.26,7.2,4.12,7.2,4.46,6.87,3.41,8.2,4.47,6.46,4.29,7.38,118.42,112.81,122.34,56,48,30,10.27,13.06,820,11.11,14.32,720,10.93,13.04,890,1.41,1.42,5.505,10.784,0,
27,12,7,3,27-7-3,2017-04-27,2017-04-30,3,1,1,15,2017-06-28,59,3.91,6.32,3.86,5.85,4.15,6.81,3.49,5.92,3.65,5.93,3.67,6.33,91.69,97.25,112.79,58,54,15,9.85,11.35,470,9.18,10.36,380,7.74,9.88,350,1.8,2.05,3.842,7.213,1,
16,8,4,2,16-4-2,2017-04-26,2017-04-30,4,1,1,16,2017-07-07,68,3.52,5.99,3.45,6.2,3.56,6.46,3.1,6.68,3.68,6.73,2.96,5.42,70.62,116.54,,71,83,4,13.74,14.93,1000,15.4,18.85,590,13.52,17.54,720,2.19,2.1,3.376,10.879,0,
20,4,1,1,20-1-1,2017-04-27,2017-05-01,4,1,1,17,2017-07-18,78,3.36,5.22,2.94,4.79,2.39,5.06,3.4,5.53,3.91,6.26,3.64,6.12,95.51,83.46,65.02,40,57,4,14.96,15.56,370,12.68,10.36,350,13.27,14.74,690,1.5,2.1,3.45,10.135,1,
15,8,5,2,15-5-2,2017-04-26,2017-05-01,5,1,1,18,2017-07-13,73,3.95,5.84,3.72,6.65,3.45,6.43,3.33,6.1,3.58,6.73,3.66,6.24,125.76,118.52,127.79,52,53,9,8.68,10.96,400,11.39,13.72,430,8.21,10.71,430,1.39,1.4,4.033,9.165,0,
25,7,5,5,25-5-5,2017-04-27,2017-04-30,3,1,1,19,2017-06-24,55,3.58,5.92,3.61,5.77,3.25,5.36,3.3,5.13,3.12,5.06,3.6,5.73,97.18,87.94,62.03,37,37,19,12.18,12.7,590,12.7,13.18,660,10.18,12.8,500,1.55,1.65,4.267,7.914,1,
24,5,5,5,24-5-5,2017-04-27,2017-05-01,4,1,1,20,2017-07-06,66,2.8,5.68,2.85,5.22,3.37,5.21,2.8,4.05,2.6,5,2.71,5.32,54.91,49.31,50.04,29,42,12,9.56,11.03,450,9.22,10.4,460,8.39,8.7,420,1.65,1.83,3.665,6.348,0,
12,4,6,5,12-6-5,2017-04-26,2017-04-30,4,1,1,21,2017-07-09,70,3.57,5.72,3.23,4.89,3.34,5.11,3.25,5.11,3.29,5.5,3.22,5.02,71.67,89.71,95.84,40,41,9,8.08,10.38,400,9.94,11.7,530,10.33,11.22,390,1.27,1.52,3.386,5.498,0,
16,11,5,4,16-5-4,2017-04-26,2017-04-29,3,1,1,22,2017-07-03,65,4.32,6.55,3.83,5.9,3.24,6.26,3.89,7.07,4.35,6.36,4.29,6.86,168.54,151.92,145.71,57,55,32,11.13,15.34,490,11.72,17.51,750,12.68,16.13,680,1.42,1.44,5.276,7.841,1,
14,4,7,1,14-7-1,2017-04-26,2017-04-29,3,1,1,23,2017-06-25,57,4.06,7.43,4.24,7.95,4.57,7.77,4.03,6.68,4.36,7.23,4.81,7.66,195.73,176.21,159.72,59,61,15,9.71,10.59,600,7.9,9.39,670,12.81,14.34,500,1.32,1.5,4.969,11.307,0,
27,6,3,2,27-3-2,2017-04-27,2017-04-30,3,1,1,24,2017-06-14,45,3.6,6.75,3.92,6.73,3.72,6.37,3.81,5.71,3.8,6.58,3.5,6.55,100.71,93.37,85.24,41,46,15,6.35,8.13,540,10.98,12.91,570,11.02,13.3,520,1.7,1.33,4.483,9.579,0,
17,10,6,3,17-6-3,2017-04-26,2017-04-29,3,1,1,25,2017-07-03,65,3.55,6.08,3.68,6.37,3.75,5.55,3.24,5.55,3.22,5.83,3.26,5.79,141.99,140.01,145.81,51,51,55,8.27,9.76,520,8.67,10.68,510,9.23,10.25,430,1.25,1.25,6.245,9.756,0,
8,4,5,2,8-5-2,2017-04-26,2017-04-29,3,1,1,26,2017-07-02,64,3.5,6.44,3.64,6.32,3.44,7.03,3.66,6.06,3.97,6.28,3.18,5.78,96.79,116.01,116.24,50,44,55,9.3,11.48,470,7.82,9.88,480,7.97,10.13,420,1.55,1.55,7.224,10.506,0,
20,1,2,1,20-2-1,2017-04-27,2017-04-30,3,1,1,27,2017-07-05,66,2.82,6.83,3.94,7.07,3.67,6.94,3.85,7.39,4.38,7.42,3.35,6.36,138.69,135.81,150.69,59,63,54,9.27,13.1,490,10.78,15.75,700,13.23,20.09,640,1.68,1.48,7.624,11.558,0,
2,7,5,3,2-5-3,2017-04-25,2017-05-05,10,1,1,28,,#NUM!,,,,,,,,,,,,,,,,,,0,12.93,17.73,580,11.43,15.74,520,12.02,13.98,700,1.7,1.94,,13.24,0,
18,4,2,4,18-2-4,2017-04-27,2017-05-02,5,1,1,29,2017-07-02,61,3.66,7.52,4.19,7.61,3.75,6.96,3.54,6.93,3.28,5.8,3.3,6.43,149.15,158.7,156.48,56,46,48,8.27,9.76,620,8.67,10.68,500,9.23,10.25,510,1.14,1.34,6.514,10.48,0,
10,14,1,4,10-1-4,2017-04-26,2017-05-02,6,1,1,30,2017-07-11,70,4.01,7.51,4.8,7.5,4.38,7.83,4.29,7.12,4.26,7.04,4.32,7.03,137.28,126.99,135.12,58,60,17,6.01,8.8,410,8.62,9.42,340,6.63,7.99,260,1.52,1.5,4.491,11.865,0,
13,6,5,1,13-5-1,2017-04-26,2017-04-30,4,1,1,31,2017-07-20,81,3.41,4.96,3.49,5.69,3.43,6.52,,,,,,,88.32,99.23,,47,49,7,10.17,11.9,450,10.68,11.67,560,8.25,10.1,440,1.43,1.31,3.163,7.789,0,
8,8,2,5,8-2-5,2017-04-26,2017-05-05,9,1,1,32,,#NUM!,,,,,,,,,,,,,,,,,,0,11.04,13.39,570,10.87,12.81,510,11.35,13.22,800,1.72,1.9,,8.465,1,
5,7,3,1,5-3-1,2017-04-25,2017-04-29,4,1,2,1,,#NUM!,,,,,,,,,,,,,,,,,,0,6.66,9.02,230,6.08,6.61,180,6.01,6.58,160,1.6,1.42,,5.954,1,
4,9,5,3,4-5-3,2017-04-25,2017-04-28,3,1,2,2,2017-07-13,76,4.49,6.29,3.59,6.04,3.73,6.65,3.5,6.34,3.25,5.96,3.52,6.26,68.73,85.01,102.19,40,42,10,7.61,9.54,350,9.5,10.7,490,12.28,10.9,560,1.42,1.46,3.742,7.536,0,
20,9,6,2,20-6-2,2017-04-27,2017-04-30,3,1,2,3,2017-06-28,59,3.91,6.29,3.92,6.39,3.67,6.99,4.68,7.05,4.62,7.13,4.53,6.31,131.2,111.3,131.69,61,62,31,7.82,9.64,570,8.41,9.96,500,9.4,11.93,560,1.36,1.58,6.055,9.875,1,
19,13,7,2,19-7-2,2017-04-27,2017-04-30,3,1,2,4,2017-07-05,66,2.84,3.95,2.8,5.5,3.1,5.3,2.54,5.21,3.49,6.14,3.63,7.35,73.85,74.42,61.66,57,53,21,9.74,11.8,370,9.22,11.26,470,8.55,11.09,460,1.51,1.35,4.006,8.012,0,
11,1,1,4,11-1-4,2017-04-26,2017-04-30,4,1,2,5,2017-07-07,68,3.72,5.63,3.3,5.6,4.14,6.27,4.04,6.77,3.94,6.66,3.78,7.06,74.99,65.36,81.11,50,40,24,8.22,10.78,260,8.58,8.47,430,7.89,10.63,330,1.32,1.5,4.541,8.375,1,
22,2,1,2,22-1-2,2017-04-27,2017-05-02,5,1,2,6,2017-07-20,79,2.81,6.42,3.13,5.9,2.67,6.84,,,,,,,74.13,,,14,,5,6.47,6.33,130,9.05,7.62,120,5,6.77,260,1.84,1.88,3.163,5.5006,0,
13,2,2,5,13-2-5,2017-04-26,2017-05-04,8,1,2,7,,#NUM!,,,,,,,,,,,,,,,,,,0,10.34,12.3,340,7.58,9.11,300,13.3,11.9,420,1.31,1.62,,6.007,0,
18,7,4,1,18-4-1,2017-04-27,2017-05-04,7,1,2,8,2017-07-02,59,2.96,4.84,2.37,4.51,2.74,4.31,2.85,5.06,2.84,4.13,2.97,5.35,61.24,55.29,48.49,25,26,2,8,9.15,270,12.5,13.02,290,11.64,12.28,340,1.2,1.37,3.096,6.071,1,
2,1,1,3,2-1-3,2017-04-25,2017-04-28,3,1,2,9,2017-07-03,66,4.33,7.56,4.03,7.38,3.96,7.28,4.1,7.46,3.56,6.86,4.25,7.13,100.7,95.81,84.61,49,53,25,9.32,11.7,600,12.52,11.59,730,10.43,11.9,590,1.61,1.41,4.956,10.017,0,
19,2,1,5,19-1-5,2017-04-27,2017-05-05,8,1,2,10,2017-07-13,69,2.89,5.95,3.3,5.23,3.5,5.28,2.79,5.77,2.43,6.07,2.73,5.98,103.8,81.45,91.97,37,46,5,9.31,11.44,430,9.45,11.23,640,8.1,10.23,360,1.41,1.51,3.603,8.203,0,
21,4,2,4,21-2-4,2017-04-27,2017-04-30,3,1,2,11,2017-06-24,55,3.43,5.64,3.31,6.42,2.86,5.35,3.34,6.13,3.1,4.76,3.36,5.77,64.27,84.41,62.35,26,15,5,13.06,10.4,700,12.31,12.26,640,11.55,10.36,840,1.82,1.71,3.112,7.259,1,
1,2,1,2,1-1-2,2017-04-25,2017-05-01,6,1,2,12,2017-07-05,65,3.94,6.46,3.68,6.17,3.68,6.93,3.42,6.42,3.81,7.14,3.46,6.98,66.72,97.12,73.27,65,48,11,7.56,10.42,490,8.38,10.01,470,6.9,7.7,380,1.18,1.1,3.984,9.887,0,
25,10,1,3,25-1-3,2017-04-27,2017-05-02,5,1,2,13,2017-07-04,63,3.23,4.97,3.29,5.07,3.43,5.6,3.55,6.94,4.16,6.58,3.14,6.28,95.98,126.56,96.37,55,59,20,14.09,16.93,510,11.28,13.65,600,13.3,14.11,420,1.65,1.9,4.135,9.185,1,
10,4,2,5,10-2-5,2017-04-26,2017-05-04,8,1,2,14,2017-07-07,64,4.2,7.2,4.24,6.08,4.3,6.91,4.66,6.79,3.81,6.82,4.49,7.38,73.29,69.47,65.95,61,53,22,12.64,16.41,400,11.92,16.54,550,10.54,16.88,410,1.29,1.35,4.819,11.12,0,
16,7,2,4,16-2-4,2017-04-26,2017-05-02,6,1,2,15,2017-07-07,66,3.21,5.35,3.83,4.86,3.4,5.32,3.5,5.41,3.24,5.7,3.46,5.27,90.8,90.27,84.32,39,51,7,13.36,17.13,880,13.72,15.31,680,12.19,14.03,840,1.74,1.51,3.687,8.427,1,
17,10,6,1,17-6-1,2017-04-26,2017-04-29,3,1,2,16,2017-07-13,75,3.49,5.7,3.4,5.54,3.19,5.38,3.5,6.66,3.08,5.16,3.73,5.97,57.49,19.71,18.12,56,56,7,8.41,9.04,710,10.58,13.89,470,7.6,8.88,560,1.38,1.29,3.381,6.948,1,
6,2,6,3,6-6-3,2017-04-25,2017-04-28,3,1,2,17,2017-06-19,52,3.14,5.13,3.22,5.54,3.13,5.32,3.43,5.71,3.55,6.1,3.48,5.44,69.17,81.68,109.39,50,51,14,6.87,8.32,360,9.16,10.73,250,9.55,11.66,440,1.32,1.33,2.995,11.804,0,
26,1,7,4,26-7-4,2017-04-27,2017-04-30,3,1,2,18,2017-06-21,52,3.71,6.33,3.86,6.36,3.19,5.61,3.61,6.55,3.51,6.11,3.28,5.34,84.73,73.79,41.12,55,51,10,10.29,13.69,350,11.58,15.23,350,10.87,11.85,280,1.68,1.56,3.447,6.99,1,
19,6,3,3,19-3-3,2017-04-27,2017-05-02,5,1,2,19,2017-06-18,47,3.4,5.82,3.26,6.54,3.27,6.47,3.19,4.81,2.4,5.05,2.75,5.66,73.1,53.22,90.4,22,18,5,6.5,9.06,370,11.44,11.84,280,10.76,12.62,250,1.18,1.4,3.315,6.093,0,
22,10,4,2,22-4-2,2017-04-27,2017-04-30,3,1,2,20,2017-06-19,50,2.81,5.66,3.08,5.68,2.99,5.33,3.05,5.66,3.4,5.72,3.02,5.97,100.06,81.64,97.81,53,52,63,11.84,10.84,600,9.83,11.83,430,10.97,11.87,690,1.41,1.28,6.766,8.925,0,
8,5,4,2,8-4-2,2017-04-26,2017-05-02,6,1,2,21,2017-07-07,66,3.48,5.88,3.55,6.5,3.54,6.41,3.73,6.08,3.68,6.19,3.8,5.52,102.85,101.78,95.39,81,77,28,11.11,12.21,310,10.89,13.07,340,13.71,16.78,320,1.48,1.44,5.575,10.465,1,
3,15,6,4,3-6-4,2017-04-25,2017-05-02,7,1,2,22,2017-06-29,58,3.33,6.92,3.58,6.44,3.83,6.01,3.73,6.3,3.46,6.73,3.78,6.62,69.41,75.09,68.42,42,37,22,9.37,12.57,270,10.05,12.54,300,8.23,10.76,360,1.19,1.38,4.372,8.14,1,
25,10,1,5,25-1-5,2017-04-27,2017-04-30,3,1,2,23,2017-07-03,64,3.61,5.42,3.57,6.13,3.68,6.09,3.24,6.33,3.79,6.05,3.77,6.15,125.71,123.82,128.68,35,48,6,11.11,13.96,580,12.11,14.11,730,14.47,14.35,670,1.48,1.48,3.804,9.987,1,
26,10,2,2,26-2-2,2017-04-27,2017-05-05,8,1,2,24,2017-07-03,59,3.93,6.21,3.88,6.07,3.69,5.8,4.09,6.14,4.15,6.17,4.02,5.91,79.82,86.96,106.59,60,59,25,12.04,14.5,310,11.67,14.79,470,11.94,17.72,510,1.48,1.37,4.914,8.389,1,
20,6,8,1,20-8-1,2017-04-27,2017-04-30,3,1,2,25,2017-07-13,74,3.87,6,3.94,6.33,3.92,6.84,3.14,5.65,2.98,5.24,3.31,5.62,118.02,146.08,135.18,43,48,18,11.02,14.39,550,9.92,11.35,570,9.86,13.59,490,1.72,1.48,3.655,11.058,0,
16,14,8,5,16-8-5,2017-04-26,2017-04-29,3,1,2,26,2017-07-07,69,3.98,6.44,4.1,6.87,3.51,6.37,3.36,6.16,3.65,6.97,3.33,7.01,137.91,104.11,103.89,48,53,32,11.34,13.46,690,12.14,13.89,400,8.89,11.2,430,1.28,1.52,4.86,9.586,1,
7,15,5,5,7-5-5,2017-04-26,2017-04-30,4,1,2,27,2017-07-07,68,4.21,6.72,4.09,7.43,4.42,6.32,4.36,6.79,4.28,7.22,4.03,7.02,130.3,109.73,127.48,49,48,34,9.31,13.31,920,11.83,13.58,940,9.14,12.24,910,1.5,1.63,5.98,9.433,1,
23,8,5,1,23-5-1,2017-04-27,2017-05-02,5,1,2,28,2017-06-29,58,3.59,6.44,4.15,6.8,4.01,6.28,4.06,7.54,4.41,7.44,4.19,8.09,162.72,181.52,196.29,41,56,28,7.32,8.81,670,11.3,13.47,660,9.51,12.71,570,1.27,1.23,5.923,11.007,0,
15,1,1,1,15-1-1,2017-04-26,2017-04-30,4,1,2,29,2017-07-02,63,4.01,5.75,3.89,5.81,3.79,6.81,3.25,5.18,2.23,4.1,3.23,3.93,120.03,137.29,136.68,58,55,14,7.11,8.55,530,5.46,7.3,440,5.63,9.18,490,1.42,1.21,5.113,8.421,1,
14,12,8,4,14-8-4,2017-04-26,2017-04-29,3,1,2,30,2017-06-20,52,3.7,5.86,2.98,5.83,3.3,5.75,4.03,7.36,3.91,6.79,3.7,7.25,107.73,92.42,111.28,49,59,20,12.27,14.01,560,6.87,7.88,450,13.91,16.13,410,1.64,1.48,4.398,6.564,0,
9,5,2,5,9-2-5,2017-04-26,2017-05-04,8,1,2,31,2017-07-16,73,3.06,5.38,2.94,5.94,3.41,6.71,3.29,5.88,3.33,5.92,3.09,5.74,116.63,112.05,85.74,41,41,5,13.7,15.82,700,12.96,16.44,620,14.08,15.22,450,1.25,1.38,5.295,8.569,0,
4,13,2,4,4-2-4,2017-04-25,2017-04-30,5,1,3,1,,#NUM!,,,,,,,,,,,,,,,,,,0,10.04,10.53,310,10.68,10.66,350,10.86,10.24,390,1.61,1.13,,5.489,0,
22,11,5,5,22-5-5,2017-04-27,2017-05-05,8,1,3,2,,#NUM!,,,,,,,,,,,,,,,,,,0,16.23,16.81,1040,15.29,14.32,780,12.71,14.12,560,1.71,1.53,,7.604,1,
1,12,8,1,1-8-1,2017-04-25,2017-05-04,9,1,3,3,2017-06-29,56,3.43,4.8,3.37,7.51,3.58,4.94,3.72,4.93,3.35,5.75,4.03,4.99,103.82,98.08,92.32,13,28,9,11.69,15.03,490,11.46,14.88,520,10.65,14.83,670,1.38,1.28,3.682,8.507,0,
15,12,7,3,15-7-3,2017-04-26,2017-04-30,4,1,3,4,2017-07-02,63,3.64,6.96,3.53,6.3,3.48,7.03,3.37,6.82,4.05,6.25,3.52,6.5,117.04,116.98,101.46,50,53,29,11.22,11.85,550,13.24,11.98,510,12.88,11.82,470,1.13,1.15,5.686,9.442,0,
4,3,7,5,4-7-5,2017-04-25,2017-05-02,7,1,3,5,2017-07-13,72,3.84,6.07,3.01,5.47,3.55,5.95,3.09,5.69,3.6,6.25,3.01,6.04,76.28,98.8,84.62,36,29,12,11.28,12.86,490,13.36,12.67,370,10.41,12.38,290,1.66,1.67,3.559,8.994,0,
21,4,2,2,21-2-2,2017-04-27,2017-04-30,3,1,3,6,2017-07-07,68,4.19,7.03,3.68,5.69,3.58,6.08,4.09,6.83,3.69,7.04,4.53,7.3,126.68,116.8,113.06,45,42,16,10.96,11.32,550,11.92,14.91,560,11.18,11.62,450,1.41,1.38,4.206,7.793,0,
4,4,4,2,4-4-2,2017-04-25,2017-04-29,4,1,3,7,2017-07-11,73,3.85,6.65,3.24,6.3,3.38,6.13,3.12,6.43,2.92,4.89,3.45,7.16,71.38,90.88,69.66,43,43,11,13.65,17.04,400,11.02,12.19,540,11.71,12.02,450,1.63,1.21,3.78,11.3,0,
6,10,1,5,6-1-5,2017-04-25,2017-04-28,3,1,3,8,2017-07-03,66,3.37,5.24,3.07,5.25,3.08,5.07,3.47,5.06,3.3,5.72,3.43,5.6,63.65,58.72,91.18,36,23,8,8.81,9.86,330,10.13,12.01,550,10.91,12.89,420,1.5,1.21,3.348,6.673,0,
21,3,8,3,21-8-3,2017-04-27,2017-04-30,3,1,3,9,2017-07-03,64,2.86,5.52,3.15,5.79,3.45,5.7,3.47,5.6,3.22,5.6,3.49,6.33,92.54,67.8,52.24,51,42,10,11.16,9.64,380,10.22,9.82,390,10,10.17,350,1.4,1.44,3.506,7.14,0,
11,3,4,1,11-4-1,2017-04-26,2017-04-30,4,1,3,10,2017-06-21,52,3.42,6.14,3.08,5.18,3.31,5.54,3.48,5.8,3.31,5.95,3.2,6.26,54.98,68.29,76.05,29,20,3,10.67,11.21,450,10.94,11.01,450,12.49,15.11,370,1.61,1.68,3.26,6.1376,1,
20,10,7,1,20-7-1,2017-04-27,2017-04-30,3,1,3,11,2017-07-03,64,3.44,6.47,3.71,6.56,3.61,6.93,3.65,6.13,3.36,5.86,3.27,6.28,170.08,108.91,163.11,54,46,14,11.55,14.09,610,12.38,16.52,820,11.28,13.51,600,1.48,1.35,3.915,8.475,0,
21,9,5,1,21-5-1,2017-04-27,2017-05-01,4,1,3,12,2017-06-25,55,4.54,7.43,4.36,6.86,4.57,6.85,3.88,6.83,4.25,7.19,3.49,7.1,123.12,154.34,129.05,73,75,34,14.51,18.96,710,12.2,16.48,600,13.85,14.75,760,1.86,1.79,7.792,9.075,0,
9,2,1,3,9-1-3,2017-04-26,2017-04-29,3,1,3,13,2017-06-21,53,3.51,5.73,3.77,6.49,3.51,6.32,3.98,7.9,3.74,7.21,3.81,7.36,111.13,124.54,147.28,46,51,24,15.02,17.24,800,11.27,16.32,890,15.22,15.48,760,1.63,1.71,5.28,7.968,0,
19,12,6,1,19-6-1,2017-04-27,2017-05-01,4,1,3,14,2017-07-05,65,3.73,7.7,3.83,7.2,3.62,7.69,3.63,6.99,3.58,8.1,3.56,7.39,155.45,148.75,154.22,61,52,35,9.55,13.91,440,10.01,15.58,530,10.43,15.32,610,1.66,1.54,5.07,9.805,0,
